-0.0016368	-0.0080796	-0.0012955	-0.0035522	-0.0033698	0.0012244	-0.00036616	-0.0029548	-0.0031311	-0.00095398	0.00052724	-0.0012511	-0.0010078	0.00050175	-0.0034707	-0.0028657
-0.0010608	0.0011318	-1.0492e-06	-0.00094228	0.0010981	-0.0080644	0.0001925	-0.0012804	-0.00037228	-0.0039279	0.004603	0.0046454	-0.00014462	-0.00015382	0.0014799	-0.0026294
-0.003233	-0.00057895	0.00070897	-0.00042432	-0.0030389	-0.0053454	-0.00070136	-0.0017816	0.006765	0.0012374	0.0015477	-0.0008424	0.0043116	0.0047044	-0.00087331	0.0015158
-0.0026863	0.0022295	-0.0015644	-0.0023575	0.00046853	0.0023279	0.0016902	0.0015929	0.0013591	0.00088304	0.0020604	0.0015797	0.00080218	-0.0015773	0.0034023	-0.0010629
0.0035714	-0.0028905	0.0006422	0.00076247	0.0019519	0.007298	-9.629e-05	0.00034894	-0.00044976	0.0032983	-4.9662e-06	0.001398	0.0020554	0.00055852	0.0022452	0.0049699
0.0025012	-0.0040787	0.0035601	0.0011436	0.0043916	-0.0072118	0.0032423	0.0026259	0.00036164	-0.001359	-0.0024914	-0.000818	-0.0024466	-0.00056462	-0.0018882	0.0010488
-0.0010498	0.0073752	0.0011464	0.0024544	0.0029984	-0.0049505	0.0023301	0.0025746	-0.0026064	0.0025633	-0.0011597	-0.001298	-0.0013918	-0.0018727	0.00079946	0.00040898
-0.0011194	0.0074216	-0.00061489	0.00060122	0.0044824	0.0099817	0.0043553	0.0064516	0.0031735	0.0029573	0.0023692	0.0017273	-0.0040704	-0.0043369	-0.0021842	-0.0049584
0.0014242	-8.2655e-05	0.0016598	0.0038605	0.00017843	0.0099163	-7.1257e-05	0.00084225	0.0068352	0.0040027	0.0033946	0.0053907	-0.0037151	-0.0016182	-0.0015818	-0.0014127
0.0012734	-0.00039376	0.0024433	0.0017587	0.0002156	-0.0014227	-0.0031644	-0.001056	-0.0020293	0.0016576	-0.00097051	0.00065199	0.0053042	0.0060967	0.0028207	0.0046653
-0.00020249	0.0035888	0.0017994	6.7376e-05	-0.0089781	-0.00088434	-0.0013632	-0.0020749	-0.0057654	-0.005466	0.0036143	0.0026539	0.0051656	0.0046836	0.0085439	0.0041403
0.0031805	0.00027184	0.003769	0.0019804	0.0024871	0.0042883	0.0032203	0.00246	0.00091742	0.00042745	0.0013426	0.00067883	0.001202	-0.00076361	-0.0040187	0.00018493
0.0029563	-0.0024456	0.0015593	0.0031226	0.011405	0.005918	0.0048645	0.0017874	0.0016574	0.0052695	-0.0013001	-0.00097964	0.00021554	0.00084846	-0.0058904	0.00098833
0.0014982	0.0052611	-7.6401e-05	-0.000847	0.0042758	-0.0040166	0.0042961	0.004732	0.0045364	0.003563	0.0024412	0.0014187	-0.00059696	0.00060735	0.0063091	-0.0014445
-0.00049937	0.0033553	-0.0022285	-0.002156	-0.0035399	-0.0097899	0.00054297	0.00049895	0.0044486	0.0019583	0.00041433	0.0030333	0.0020817	0.0031753	0.00020993	0.0073087
0.00038395	0.0031903	-0.0014707	2.3398e-05	0.0007373	0.0026361	0.00016259	-0.00011693	-0.004012	-0.00094911	0.0033555	0.00053915	0.00030589	0.0026143	0.0012364	-0.0023138
-0.0021835	-0.0058438	0.001623	0.0016744	0.0029521	0.0065558	-0.0026069	0.00026418	-0.00085608	0.00035548	0.0029356	0.0026417	0.0013204	0.00025576	0.0030325	-0.002594
-0.0035824	-0.00507	-0.0011356	-0.00067414	-0.0042999	-0.00073968	-0.00089429	0.00062395	0.00062886	-0.0016096	-0.00085821	-0.0017665	-1.5206e-05	-0.0004462	-0.0015367	0.0018198
-0.0032654	0.0017992	-0.001959	-0.0029213	-0.0021119	-0.0089317	-0.00078073	-0.0035177	0.0039032	-0.0049226	-0.0010083	-0.0019812	0.00044263	-0.0020033	-0.0014311	0.00053047
-0.001853	0.00026451	-0.0011411	-0.0047378	0.0011901	-0.0056731	-0.0027803	-0.0020597	-0.0044287	-0.0043078	-0.0010706	-0.0031059	-0.0031773	-0.0018336	-0.0015361	-0.004166
-0.00091048	-0.0027677	0.0002201	-0.0010009	-0.0040092	0.0010169	-0.0032688	-0.0049305	-0.0069026	-0.0025647	-0.0062309	-0.004263	-0.0020755	-0.0039591	-0.0066398	-0.00089013
0.00031797	0.0011972	0.00089582	0.00065802	-0.0074264	-0.00089166	-0.0019426	-0.0025268	-0.0039211	-0.0077001	-0.0011951	-0.0041843	0.0011483	0.0013581	-0.0012676	0.0010201
0.0015464	0.0027955	-7.0887e-05	-0.00031377	0.0051827	0.0024189	-0.00018482	-0.00063036	-0.005658	-0.0037187	-0.0014234	0.00028358	0.00071122	-0.0019545	0.0072117	0.0013607
0.0012746	0.0052354	0.0031374	0.0043332	0.00040088	-0.000487	0.00017846	0.00013064	0.0010535	0.0025334	0.0014433	0.0011192	-0.0031944	-0.001385	0.00025876	0.00049201
0.0053356	0.0073245	0.0034921	0.0050436	0.003308	0.0039746	0.0057364	0.0049577	0.010204	0.0080177	0.00072499	0.0029893	-0.002421	-0.0024343	-0.0042091	-0.0050451
