0.013554	0.030032	0.0043761	0.016966	-0.016423	0.00067082	0.00053381	-0.021061	0.01257	0.020291	-0.010458	-0.0090011	0.0060752	-0.011712	-0.01839	-0.01258
0.0020095	0.014254	0.0082882	0.018446	0.028013	0.027524	0.0059586	0.011944	-0.020091	-0.010702	-0.029362	-0.020228	0.00086017	0.014622	0.050907	-0.080231
0.015434	0.012437	0.0027	0.008516	0.029713	-0.0050945	-0.01541	-0.00385	-0.033273	0.00026399	-0.00025825	-0.012256	-0.027047	-0.02672	-0.0061541	0.024803
0.0091511	-0.014296	-0.012938	-0.014921	-0.025868	-0.01669	-0.0050687	-0.0054866	-0.0002039	-0.034982	0.00048086	-0.0016719	0.032397	0.023686	-0.041768	0.059898
-0.010865	-0.010066	0.0066238	0.0062762	-0.0081334	-0.019055	-0.0084353	-0.014844	0.0064423	-0.0080045	0.0087679	0.018658	-0.025325	-0.021413	0.058498	-0.073882
-0.0032391	0.0067762	0.0080567	0.014472	0.0089692	0.00061834	0.0064672	-0.01043	0.016172	0.049571	-0.0015522	-0.0053445	0.03285	-0.0083417	-0.041347	-0.075067
0.020258	-0.0051556	-0.0024723	-0.0032016	-0.013686	0.0048639	0.015192	0.013484	0.01396	0.0066082	0.0038688	-1.591e-05	0.015659	0.061965	0.017336	0.013759
0.0033711	-0.0058573	-0.0082671	-0.0084204	-0.014944	-0.002727	-0.010519	-0.0051866	0.01159	-0.021804	-0.0015595	0.01656	0.0040369	-0.020163	0.015465	-0.00028636
-0.023036	-0.004262	-0.016473	-0.014955	0.024818	0.020269	0.0048218	0.010125	0.024734	-0.01906	0.0079574	-0.0073774	0.039013	0.0067474	-0.076588	-0.0096866
-0.016451	-0.016286	0.0095159	0.020435	-0.0096893	-0.018626	0.0073196	0.0096639	0.02996	0.033082	0.028746	0.011565	-0.023857	0.0096596	0.0738	0.029283
-0.012717	-0.016498	-0.0091694	-0.0036414	0.0093045	0.015252	0.0043107	0.0046833	-0.031653	0.057961	0.018616	0.022609	0.021855	0.046636	0.014797	-0.055309
-0.015423	0.0003134	-0.006167	0.0030505	0.0036529	-0.0097746	0.016934	0.018315	0.0064033	-0.001842	-0.0033148	-0.021283	-0.02015	-0.005236	-0.02087	0.029229
0.005186	0.0082712	0.0071794	0.018887	-0.0017999	-0.0064019	0.010995	-0.0011657	0.0075648	-0.014199	0.0069815	-0.0055372	-0.0078966	-0.036948	0.0012499	-0.020321
